id,platform,content,sentiment_score,sentiment_label,likes,time
45,kuaishou,老年志愿者真了不起，值得尊敬😔,0.7842,正面,17,2024-07-25
46,kuaishou,老年产业应该是个新风口,0.4686,中性,9,2024-03-27
47,kuaishou,老年人也要与时俱进，学会用智能手机！,0.7259,正面,1,2024-03-05
48,kuaishou,真的老年人经验丰富，是年轻人的好老师！,0.6603,正面,9,2024-01-05
49,kuaishou,老年生活也可以很精彩，活到老学到老,0.717,正面,5,2024-07-18
50,kuaishou,真的去大医院排队排到心塞，老年人体力吃不消！,0.0101,负面,1,2024-12-16
51,kuaishou,老年公交卡真方便，出行无忧😔,0.9425,正面,4,2024-02-03
52,kuaishou,农村老人看病太难了，要走几十里路😔,0.1272,负面,4,2024-05-19
53,kuaishou,养老模式到底是居家好还是去养老院好💪,0.408,中性,1,2024-10-17
54,kuaishou,真的很多公园没有无障碍通道，轮椅过不去…,0.1804,负面,33,2024-08-09
55,kuaishou,老年人在家摔倒没人知道怎么办…,0.1048,负面,16,2024-01-19
56,kuaishou,简直老年人在家摔倒没人知道怎么办,0.0302,负面,8,2024-04-15
57,kuaishou,建议老年痴呆走失了警察也找不到…,0.113,负面,4,2024-07-19
58,kuaishou,老年生活也可以很精彩，活到老学到老🤔,0.615,正面,4,2024-02-25
59,kuaishou,叫120等了40分钟才到，急救反应太慢了,0.0928,负面,7,2024-07-16
60,kuaishou,有点感谢政府对老年人的关怀和照顾…,0.5973,正面,5,2024-10-07
61,kuaishou,老年生活也可以很精彩，活到老学到老,0.6646,正面,1,2024-06-06
62,kuaishou,建议重庆的老龄化程度在全国处于什么水平,0.2802,中性,5,2024-03-18
63,kuaishou,社区养老服务越来越好了，点赞💪,0.9237,正面,13,2024-11-05
64,kuaishou,特别尊老爱幼是传统美德，大家都要学习🤔,0.5631,正面,4,2024-11-27
65,kuaishou,重庆的老龄化程度在全国处于什么水平。,0.2621,中性,1,2024-02-02
66,kuaishou,医院对老年人没有专门的照顾窗口,0.01,负面,12,2024-07-27
67,kuaishou,养老金年年涨，生活有保障,0.6666,正面,2,2024-10-10
68,kuaishou,建议养老金年年涨，生活有保障👍,0.891,正面,2,2024-02-16
69,kuaishou,实在老龄化是社会发展的必然趋势💪,0.368,中性,1,2024-08-26
70,kuaishou,老年志愿者真了不起，值得尊敬…,0.6726,正面,3,2024-07-26
71,kuaishou,有点延迟退休政策对老年人有什么影响,0.4499,中性,11,2024-12-05
72,kuaishou,有点养老金年年涨，生活有保障,0.9001,正面,5,2024-03-24
73,kuaishou,感谢政府对老年人的关怀和照顾💪,0.8251,正面,2,2024-08-14
74,kuaishou,社区食堂对老年人优惠，真的很贴心💪,0.8173,正面,19,2024-10-10
75,kuaishou,简直子女都在外地打工，老人独居太可怜。,0.0164,负面,19,2024-02-02
76,kuaishou,有点很多公园没有无障碍通道，轮椅过不去😔,0.0579,负面,18,2024-11-13
77,kuaishou,陪着父母去旅游，他们开心极了…,0.6808,正面,2,2024-11-11
78,kuaishou,确实老年舞蹈队跳得真好看，充满活力😔,0.6157,正面,4,2024-06-05
79,kuaishou,去大医院排队排到心塞，老年人体力吃不消！,0.1074,负面,72,2024-04-24
80,kuaishou,特别老年舞蹈队跳得真好看，充满活力🙏,0.5537,正面,11,2024-06-11
81,kuaishou,老年舞蹈队跳得真好看，充满活力,0.8797,正面,1,2024-03-11
82,kuaishou,老年公交卡真方便，出行无忧🙏,0.7615,正面,1,2024-04-14
83,kuaishou,有点老年人也要与时俱进，学会用智能手机,0.7864,正面,4,2024-05-11
84,kuaishou,太社区食堂对老年人优惠，真的很贴心😔,0.936,正面,24,2024-10-19
85,kuaishou,买药太贵了，慢性病吃药一年花好几万！,0.1223,负面,5,2024-11-28
86,kuaishou,非常子女都在外地打工，老人独居太可怜,0.1818,负面,5,2024-09-08
87,kuaishou,太陪着父母去旅游，他们开心极了,0.7297,正面,1,2024-02-26
88,kuaishou,老年公交卡真方便，出行无忧👍,0.7686,正面,8,2024-12-26
89,kuaishou,老龄化是社会发展的必然趋势👍,0.399,中性,14,2024-11-18
90,kuaishou,建议听说日本老龄化更严重，可以学习经验。,0.5277,中性,3,2024-03-18
91,kuaishou,老年人经验丰富，是年轻人的好老师😔,0.5819,正面,12,2024-01-04
92,kuaishou,老年痴呆走失了警察也找不到🤔,0.0591,负面,44,2024-05-14
93,kuaishou,非常去大医院排队排到心塞，老年人体力吃不消！,0.1485,负面,2,2024-09-23
94,kuaishou,尊老爱幼是传统美德，大家都要学习,0.8993,正面,5,2024-04-03
95,kuaishou,有些直播坑老人买保健品，太可恶了👍,0.1553,负面,2,2024-08-17
96,kuaishou,确实养老金年年涨，生活有保障。,0.6613,正面,12,2024-03-13
97,kuaishou,退休后参加老年大学，感觉生活充实多了🙏,0.8401,正面,6,2024-02-03
98,kuaishou,尊老爱幼是传统美德，大家都要学习,0.7588,正面,7,2024-08-25
99,kuaishou,陪着父母去旅游，他们开心极了,0.7057,正面,13,2024-09-25
100,kuaishou,老年生活也可以很精彩，活到老学到老🙏,0.7984,正面,3,2024-12-23
101,kuaishou,老年痴呆走失了警察也找不到😔,0.0531,负面,25,2024-09-25
102,kuaishou,社区食堂对老年人优惠，真的很贴心,0.6975,正面,5,2024-08-07
103,kuaishou,老年人是社会的财富，应该多关心他们🤔,0.9451,正面,1,2024-06-14
104,kuaishou,确实买药太贵了，慢性病吃药一年花好几万🙏,0.0981,负面,9,2024-09-18
105,kuaishou,人口结构变化会影响经济发展💪,0.3983,中性,12,2024-06-04
106,kuaishou,养老模式到底是居家好还是去养老院好…,0.3238,中性,3,2024-05-02
107,kuaishou,退休后参加老年大学，感觉生活充实多了💪,0.8159,正面,17,2024-05-27
108,kuaishou,老年人在家摔倒没人知道怎么办,0.0746,负面,23,2024-09-12
109,kuaishou,非常老年人也要与时俱进，学会用智能手机。,0.6699,正面,2,2024-03-23
110,kuaishou,直播带货卖假货给老人，没人管管吗,0.1097,负面,68,2024-06-04
111,kuaishou,很多公园没有无障碍通道，轮椅过不去,0.0734,负面,1,2024-10-07
112,kuaishou,退休后参加老年大学，感觉生活充实多了👍,0.6746,正面,2,2024-02-26
113,kuaishou,子女都在外地打工，老人独居太可怜,0.0665,负面,2,2024-05-14
114,kuaishou,确实延迟退休政策对老年人有什么影响🙏,0.4723,中性,21,2024-01-04
115,kuaishou,老年舞蹈队跳得真好看，充满活力！,0.6945,正面,8,2024-03-19
116,kuaishou,尊老爱幼是传统美德，大家都要学习💪,0.6241,正面,1,2024-02-21
117,kuaishou,希望老年人也要与时俱进，学会用智能手机👍,0.8333,正面,4,2024-04-14
118,kuaishou,延迟退休政策对老年人有什么影响,0.423,中性,7,2024-08-18
119,kuaishou,有些老年生活也可以很精彩，活到老学到老！,0.7953,正面,1,2024-06-05
120,kuaishou,简直养老金根本不够用，物价涨得太快🙏,0.183,负面,20,2024-02-23
121,kuaishou,养老金年年涨，生活有保障…,0.7491,正面,13,2024-10-07
122,kuaishou,养老基金还够不够用啊,0.3053,中性,5,2024-11-08
123,kuaishou,听说日本老龄化更严重，可以学习经验💪,0.5494,中性,46,2024-02-22
124,kuaishou,真的老年生活也可以很精彩，活到老学到老🤔,0.6606,正面,4,2024-04-23
125,kuaishou,有点叫120等了40分钟才到，急救反应太慢了,0.0885,负面,70,2024-03-24
126,kuaishou,有些农村老人看病太难了，要走几十里路🤔,0.1957,负面,8,2024-05-15
127,kuaishou,希望养老院条件太差了，费用还死贵🤔,0.0493,负面,7,2024-04-16
128,kuaishou,有点养老金根本不够用，物价涨得太快,0.0193,负面,1,2024-01-26
129,kuaishou,老年产业应该是个新风口！,0.3367,中性,20,2024-03-10
130,kuaishou,老年舞蹈队跳得真好看，充满活力👍,0.5555,正面,4,2024-02-19
131,kuaishou,非常社区食堂对老年人优惠，真的很贴心😔,0.6397,正面,1,2024-07-09
132,kuaishou,简直小区新安装了老年健身器材，方便多了🤔,0.9119,正面,1,2024-08-13
133,kuaishou,骗子专门盯着老年人骗，防不胜防,0.1068,负面,6,2024-05-24
134,kuaishou,老年人也要与时俱进，学会用智能手机👍,0.5895,正面,5,2024-05-24
135,kuaishou,非常养老金年年涨，生活有保障！,0.9329,正面,9,2024-04-25
136,kuaishou,老年产业应该是个新风口。,0.251,中性,21,2024-12-25
137,kuaishou,建议老年人是社会的财富，应该多关心他们！,0.7424,正面,1,2024-12-25
138,kuaishou,太老年舞蹈队跳得真好看，充满活力🤔,0.6588,正面,10,2024-10-19
139,kuaishou,小区新安装了老年健身器材，方便多了。,0.7998,正面,2,2024-01-28
140,kuaishou,简直老年舞蹈队跳得真好看，充满活力…,0.6465,正面,17,2024-09-01
141,kuaishou,老年公交卡真方便，出行无忧,0.6048,正面,14,2024-04-15
142,kuaishou,老年人也要与时俱进，学会用智能手机👍,0.579,正面,5,2024-08-23
143,kuaishou,非常老年生活也可以很精彩，活到老学到老,0.6374,正面,9,2024-10-14
144,kuaishou,子女都在外地打工，老人独居太可怜,0.1218,负面,3,2024-02-11
145,kuaishou,重庆的老龄化程度在全国处于什么水平👍,0.4916,中性,4,2024-12-21
146,kuaishou,建议老年人也要与时俱进，学会用智能手机💪,0.6608,正面,14,2024-01-27
147,kuaishou,去大医院排队排到心塞，老年人体力吃不消,0.1612,负面,4,2024-02-17
148,kuaishou,老年人在家摔倒没人知道怎么办。,0.01,负面,3,2024-08-18
149,kuaishou,社区养老服务越来越好了，点赞🤔,0.9423,正面,5,2024-05-07
150,kuaishou,去大医院排队排到心塞，老年人体力吃不消,0.1501,负面,15,2024-04-07
151,kuaishou,实在老年人是社会的财富，应该多关心他们,0.8147,正面,3,2024-02-24
152,kuaishou,希望老年舞蹈队跳得真好看，充满活力…,0.9021,正面,2,2024-03-23
153,kuaishou,特别养老院条件太差了，费用还死贵,0.1,负面,9,2024-09-06
154,kuaishou,太老年舞蹈队跳得真好看，充满活力,0.613,正面,14,2024-07-08
155,kuaishou,老年志愿者真了不起，值得尊敬👍,0.8355,正面,1,2024-10-19
156,kuaishou,养老院条件太差了，费用还死贵🤔,0.1675,负面,2,2024-10-07
157,kuaishou,养老金年年涨，生活有保障。,0.8847,正面,1,2024-05-20
158,kuaishou,太很多公园没有无障碍通道，轮椅过不去！,0.1566,负面,3,2024-07-25
159,kuaishou,买药太贵了，慢性病吃药一年花好几万,0.1205,负面,4,2024-01-08
160,kuaishou,老年人经验丰富，是年轻人的好老师💪,0.9137,正面,10,2024-03-02
161,kuaishou,真的老年生活也可以很精彩，活到老学到老👍,0.8696,正面,7,2024-10-18
162,kuaishou,老年志愿者真了不起，值得尊敬,0.5834,正面,7,2024-05-09
163,kuaishou,陪着父母去旅游，他们开心极了,0.6213,正面,3,2024-03-26
164,kuaishou,重庆的老龄化程度在全国处于什么水平,0.4054,中性,16,2024-07-24
165,kuaishou,养老模式到底是居家好还是去养老院好。,0.3883,中性,4,2024-01-02
166,kuaishou,老龄化是社会发展的必然趋势,0.5089,中性,60,2024-06-06
167,kuaishou,老年生活也可以很精彩，活到老学到老😔,0.7423,正面,7,2024-09-21
168,kuaishou,社区食堂对老年人优惠，真的很贴心💪,0.8494,正面,1,2024-03-12
169,kuaishou,社区养老服务越来越好了，点赞！,0.8679,正面,8,2024-05-09
170,kuaishou,陪着父母去旅游，他们开心极了👍,0.6092,正面,3,2024-08-10
171,kuaishou,非常老年舞蹈队跳得真好看，充满活力👍,0.5806,正面,8,2024-10-26
172,kuaishou,小区新安装了老年健身器材，方便多了,0.5662,正面,1,2024-01-20
173,kuaishou,希望退休后参加老年大学，感觉生活充实多了。,0.9043,正面,2,2024-02-12
174,kuaishou,太老年人经验丰富，是年轻人的好老师,0.7011,正面,17,2024-05-17
175,kuaishou,实在农村老人看病太难了，要走几十里路🙏,0.1357,负面,2,2024-07-24
176,kuaishou,简直老年人是社会的财富，应该多关心他们,0.8,正面,15,2024-07-20
177,kuaishou,老龄化是社会发展的必然趋势👍,0.4817,中性,2,2024-03-05
178,kuaishou,太老年舞蹈队跳得真好看，充满活力！,0.5688,正面,7,2024-09-04
179,kuaishou,老年人也要与时俱进，学会用智能手机,0.6535,正面,9,2024-09-16
180,kuaishou,简直去大医院排队排到心塞，老年人体力吃不消👍,0.108,负面,5,2024-11-03
181,kuaishou,太尊老爱幼是传统美德，大家都要学习🙏,0.8192,正面,2,2024-11-10
182,kuaishou,社区食堂对老年人优惠，真的很贴心…,0.8178,正面,2,2024-05-06
183,kuaishou,建议老年人经验丰富，是年轻人的好老师💪,0.8526,正面,1,2024-09-14
184,kuaishou,老年舞蹈队跳得真好看，充满活力,0.6507,正面,2,2024-07-10
185,kuaishou,真的老年舞蹈队跳得真好看，充满活力,0.6995,正面,7,2024-07-26
186,kuaishou,养老模式到底是居家好还是去养老院好！,0.352,中性,31,2024-04-28
187,kuaishou,人口结构变化会影响经济发展！,0.3632,中性,18,2024-05-17
188,kuaishou,重庆的老龄化程度在全国处于什么水平👍,0.3605,中性,11,2024-09-06
189,kuaishou,尊老爱幼是传统美德，大家都要学习,0.7363,正面,12,2024-11-23
190,kuaishou,社区食堂对老年人优惠，真的很贴心！,0.8056,正面,8,2024-04-07
191,kuaishou,有些老年舞蹈队跳得真好看，充满活力！,0.8796,正面,2,2024-10-11
192,kuaishou,老年生活也可以很精彩，活到老学到老,0.8727,正面,23,2024-02-23
193,kuaishou,真的老年人也要与时俱进，学会用智能手机🙏,0.9014,正面,8,2024-04-08
194,kuaishou,希望听说日本老龄化更严重，可以学习经验。,0.3978,中性,6,2024-04-02
195,kuaishou,感觉老年痴呆走失了警察也找不到👍,0.0246,负面,1,2024-08-25
196,kuaishou,直播坑老人买保健品，太可恶了…,0.0977,负面,4,2024-09-24
197,kuaishou,真的尊老爱幼是传统美德，大家都要学习🙏,0.6335,正面,4,2024-02-11
198,kuaishou,尊老爱幼是传统美德，大家都要学习,0.885,正面,18,2024-04-23
199,kuaishou,非常社区食堂对老年人优惠，真的很贴心🙏,0.8311,正面,5,2024-02-24
200,kuaishou,特别直播带货卖假货给老人，没人管管吗🙏,0.128,负面,3,2024-06-05
201,kuaishou,有些养老金年年涨，生活有保障🤔,0.5784,正面,56,2024-10-10
202,kuaishou,老年生活也可以很精彩，活到老学到老。,0.6425,正面,1,2024-01-19
203,kuaishou,每个家庭都会面临养老问题,0.3084,中性,4,2024-04-20
204,kuaishou,确实小区新安装了老年健身器材，方便多了,0.66,正面,1,2024-05-02
205,kuaishou,老年志愿者真了不起，值得尊敬。,0.7129,正面,10,2024-11-01
206,kuaishou,老年公交卡真方便，出行无忧💪,0.7082,正面,25,2024-01-17
207,kuaishou,尊老爱幼是传统美德，大家都要学习,0.7206,正面,2,2024-04-28
208,kuaishou,感觉老年生活也可以很精彩，活到老学到老,0.6945,正面,17,2024-01-13
209,kuaishou,重庆的老龄化程度在全国处于什么水平,0.3461,中性,2,2024-03-25
210,kuaishou,感谢政府对老年人的关怀和照顾👍,0.6923,正面,24,2024-09-06
211,kuaishou,小区新安装了老年健身器材，方便多了👍,0.8006,正面,11,2024-11-05
212,kuaishou,买药太贵了，慢性病吃药一年花好几万,0.0601,负面,13,2024-02-08
213,kuaishou,叫120等了40分钟才到，急救反应太慢了,0.1608,负面,1,2024-06-10
214,kuaishou,社区食堂对老年人优惠，真的很贴心👍,0.9151,正面,42,2024-03-14
215,kuaishou,社区食堂对老年人优惠，真的很贴心,0.6997,正面,10,2024-02-22
216,kuaishou,老年人也要与时俱进，学会用智能手机👍,0.5572,正面,2,2024-06-19
217,kuaishou,老年人在家摔倒没人知道怎么办💪,0.1191,负面,15,2024-08-09
218,kuaishou,养老金年年涨，生活有保障🤔,0.8325,正面,2,2024-07-25
219,kuaishou,子女都在外地打工，老人独居太可怜🙏,0.0663,负面,19,2024-10-24
220,kuaishou,老年志愿者真了不起，值得尊敬。,0.6682,正面,1,2024-10-13
221,kuaishou,有些养老金年年涨，生活有保障！,0.5912,正面,9,2024-10-20
222,kuaishou,简直直播带货卖假货给老人，没人管管吗！,0.0462,负面,5,2024-03-25
223,kuaishou,感觉老年志愿者真了不起，值得尊敬💪,0.9343,正面,1,2024-01-18
224,kuaishou,社区食堂对老年人优惠，真的很贴心,0.5971,正面,2,2024-11-15
225,kuaishou,延迟退休政策对老年人有什么影响,0.4185,中性,1,2024-09-20
226,kuaishou,简直社区食堂对老年人优惠，真的很贴心👍,0.791,正面,4,2024-03-22
227,kuaishou,老年人在家摔倒没人知道怎么办…,0.1673,负面,2,2024-11-04
228,kuaishou,有些医院对老年人没有专门的照顾窗口,0.1259,负面,6,2024-07-19
229,kuaishou,有些尊老爱幼是传统美德，大家都要学习…,0.7237,正面,2,2024-10-13
230,kuaishou,有些社区养老服务越来越好了，点赞😔,0.9194,正面,2,2024-07-04
231,kuaishou,确实老年产业应该是个新风口！,0.3441,中性,10,2024-04-25
232,kuaishou,尊老爱幼是传统美德，大家都要学习！,0.6462,正面,1,2024-09-09
233,kuaishou,买药太贵了，慢性病吃药一年花好几万,0.1923,负面,23,2024-01-01
234,kuaishou,太每个家庭都会面临养老问题👍,0.2688,中性,17,2024-04-03
235,kuaishou,养老基金还够不够用啊,0.3505,中性,8,2024-01-03
236,kuaishou,希望养老金年年涨，生活有保障🙏,0.8093,正面,6,2024-02-28
237,kuaishou,老年人经验丰富，是年轻人的好老师👍,0.8595,正面,21,2024-04-28
238,kuaishou,希望不知道未来养老政策会怎么调整！,0.2651,中性,2,2024-05-01
239,kuaishou,建议养老金年年涨，生活有保障😔,0.6626,正面,1,2024-03-24
240,kuaishou,每个家庭都会面临养老问题。,0.4514,中性,2,2024-01-18
241,kuaishou,人口结构变化会影响经济发展…,0.4675,中性,13,2024-01-06
242,kuaishou,延迟退休政策对老年人有什么影响🤔,0.2568,中性,1,2024-09-09
243,kuaishou,实在去大医院排队排到心塞，老年人体力吃不消。,0.0485,负面,6,2024-06-23
244,kuaishou,有些老年公交卡真方便，出行无忧,0.9344,正面,139,2024-08-01
245,kuaishou,直播带货卖假货给老人，没人管管吗,0.1825,负面,17,2024-10-06
246,kuaishou,有些老年生活也可以很精彩，活到老学到老🤔,0.8501,正面,5,2024-06-05
247,kuaishou,简直养老金年年涨，生活有保障,0.9406,正面,1,2024-08-03
248,kuaishou,养老金年年涨，生活有保障🙏,0.5697,正面,15,2024-06-02
249,kuaishou,老年人在家摔倒没人知道怎么办,0.107,负面,6,2024-07-09
250,kuaishou,去大医院排队排到心塞，老年人体力吃不消,0.0958,负面,1,2024-07-16
251,kuaishou,直播带货卖假货给老人，没人管管吗🤔,0.098,负面,1,2024-09-06
252,kuaishou,有点陪着父母去旅游，他们开心极了🙏,0.6146,正面,24,2024-09-27
253,kuaishou,老年生活也可以很精彩，活到老学到老…,0.6544,正面,8,2024-03-19
254,kuaishou,人口结构变化会影响经济发展😔,0.4853,中性,15,2024-04-25
255,kuaishou,去大医院排队排到心塞，老年人体力吃不消,0.1762,负面,19,2024-09-06
256,kuaishou,感谢政府对老年人的关怀和照顾💪,0.6416,正面,6,2024-01-16
257,kuaishou,老年公交卡真方便，出行无忧💪,0.9478,正面,5,2024-01-13
258,kuaishou,老年人经验丰富，是年轻人的好老师,0.7573,正面,4,2024-06-25
259,kuaishou,尊老爱幼是传统美德，大家都要学习,0.5837,正面,3,2024-04-21
260,kuaishou,希望尊老爱幼是传统美德，大家都要学习。,0.5845,正面,4,2024-01-25
261,kuaishou,小区新安装了老年健身器材，方便多了…,0.9248,正面,12,2024-10-05
262,kuaishou,感觉老年舞蹈队跳得真好看，充满活力,0.9248,正面,6,2024-06-19
263,kuaishou,感觉很多公园没有无障碍通道，轮椅过不去👍,0.1229,负面,21,2024-11-09
264,kuaishou,养老金年年涨，生活有保障,0.7667,正面,4,2024-03-05
265,kuaishou,很多公园没有无障碍通道，轮椅过不去💪,0.0164,负面,6,2024-04-22
266,kuaishou,非常医院对老年人没有专门的照顾窗口🤔,0.1462,负面,7,2024-03-10
267,kuaishou,医院对老年人没有专门的照顾窗口🤔,0.1073,负面,6,2024-02-10
268,kuaishou,老年志愿者真了不起，值得尊敬,0.753,正面,9,2024-12-21
269,kuaishou,老年公交卡真方便，出行无忧…,0.6216,正面,2,2024-08-13
270,kuaishou,感觉老年舞蹈队跳得真好看，充满活力😔,0.9388,正面,5,2024-05-13
271,kuaishou,直播坑老人买保健品，太可恶了😔,0.1467,负面,1,2024-08-20
272,kuaishou,尊老爱幼是传统美德，大家都要学习…,0.8928,正面,3,2024-09-16
273,kuaishou,养老院条件太差了，费用还死贵😔,0.0708,负面,4,2024-12-02
274,kuaishou,希望老龄化是社会发展的必然趋势,0.3696,中性,7,2024-06-02
275,kuaishou,太子女都在外地打工，老人独居太可怜…,0.18,负面,35,2024-12-20
276,kuaishou,养老基金还够不够用啊,0.2615,中性,6,2024-05-18
277,kuaishou,实在养老模式到底是居家好还是去养老院好👍,0.5057,中性,10,2024-07-15
278,kuaishou,感谢政府对老年人的关怀和照顾,0.8806,正面,5,2024-11-08
279,kuaishou,养老基金还够不够用啊,0.504,中性,7,2024-04-18
280,kuaishou,尊老爱幼是传统美德，大家都要学习。,0.6543,正面,1,2024-03-18
281,kuaishou,人口结构变化会影响经济发展…,0.3034,中性,2,2024-03-19
282,kuaishou,养老金年年涨，生活有保障。,0.6387,正面,3,2024-09-20
283,kuaishou,陪着父母去旅游，他们开心极了👍,0.9466,正面,4,2024-12-13
284,kuaishou,太社区食堂对老年人优惠，真的很贴心👍,0.7459,正面,1,2024-06-01
285,kuaishou,简直延迟退休政策对老年人有什么影响！,0.4975,中性,1,2024-11-20
286,kuaishou,直播带货卖假货给老人，没人管管吗,0.1073,负面,2,2024-08-20
287,kuaishou,老年生活也可以很精彩，活到老学到老🙏,0.7586,正面,50,2024-04-09
288,kuaishou,特别感谢政府对老年人的关怀和照顾！,0.6341,正面,3,2024-08-04
289,kuaishou,去大医院排队排到心塞，老年人体力吃不消。,0.0304,负面,4,2024-10-07
290,kuaishou,太陪着父母去旅游，他们开心极了😔,0.9302,正面,2,2024-06-02
291,kuaishou,希望老年人在家摔倒没人知道怎么办,0.191,负面,7,2024-05-25
292,kuaishou,有些感谢政府对老年人的关怀和照顾,0.6209,正面,2,2024-12-19
293,kuaishou,有点养老金年年涨，生活有保障,0.843,正面,2,2024-05-12
294,kuaishou,老年志愿者真了不起，值得尊敬。,0.7607,正面,5,2024-07-06
295,kuaishou,骗子专门盯着老年人骗，防不胜防…,0.1637,负面,1,2024-07-02
296,kuaishou,医院对老年人没有专门的照顾窗口😔,0.1062,负面,1,2024-09-15
297,kuaishou,尊老爱幼是传统美德，大家都要学习👍,0.6053,正面,2,2024-06-24
298,kuaishou,感谢政府对老年人的关怀和照顾。,0.8432,正面,1,2024-06-26
299,kuaishou,尊老爱幼是传统美德，大家都要学习,0.6718,正面,1,2024-02-26
300,kuaishou,叫120等了40分钟才到，急救反应太慢了,0.0359,负面,3,2024-01-05
301,kuaishou,老年生活也可以很精彩，活到老学到老,0.7845,正面,13,2024-04-05
302,kuaishou,特别养老模式到底是居家好还是去养老院好😔,0.2708,中性,6,2024-01-17
303,kuaishou,确实每个家庭都会面临养老问题！,0.4167,中性,5,2024-05-10
304,kuaishou,养老金年年涨，生活有保障😔,0.948,正面,2,2024-12-08
305,kuaishou,社区食堂对老年人优惠，真的很贴心！,0.8655,正面,29,2024-11-14
306,kuaishou,不知道未来养老政策会怎么调整💪,0.3599,中性,3,2024-12-06
307,kuaishou,社区养老服务越来越好了，点赞,0.7603,正面,1,2024-12-18
308,kuaishou,感觉听说日本老龄化更严重，可以学习经验,0.5009,中性,7,2024-11-01
309,kuaishou,确实老龄化是社会发展的必然趋势👍,0.3631,中性,1,2024-04-14
310,kuaishou,老年生活也可以很精彩，活到老学到老,0.837,正面,3,2024-09-06
