id,platform,content,sentiment_score,sentiment_label,likes,time
103,douyin,养老模式到底是居家好还是去养老院好🙏,0.3864,中性,3,2024-01-28
104,douyin,人口结构变化会影响经济发展,0.4405,中性,5,2024-09-13
105,douyin,非常买药太贵了，慢性病吃药一年花好几万。,0.0503,负面,23,2024-09-19
106,douyin,小区新安装了老年健身器材，方便多了,0.8653,正面,2,2024-01-04
107,douyin,老年公交卡真方便，出行无忧,0.8931,正面,4,2024-07-07
108,douyin,老年人在家摔倒没人知道怎么办！,0.0402,负面,11,2024-02-21
109,douyin,感谢政府对老年人的关怀和照顾,0.8158,正面,2,2024-07-21
110,douyin,确实听说日本老龄化更严重，可以学习经验,0.3788,中性,1,2024-04-16
111,douyin,老年生活也可以很精彩，活到老学到老,0.7578,正面,2,2024-12-11
112,douyin,养老金根本不够用，物价涨得太快,0.1419,负面,1,2024-07-03
113,douyin,实在感谢政府对老年人的关怀和照顾🤔,0.9024,正面,28,2024-11-05
114,douyin,特别老年人是社会的财富，应该多关心他们💪,0.7941,正面,13,2024-04-21
115,douyin,医院对老年人没有专门的照顾窗口,0.1404,负面,7,2024-02-05
116,douyin,每个家庭都会面临养老问题,0.3555,中性,18,2024-04-09
117,douyin,养老金年年涨，生活有保障💪,0.79,正面,13,2024-01-28
118,douyin,养老金年年涨，生活有保障！,0.7538,正面,2,2024-11-02
119,douyin,社区养老服务越来越好了，点赞,0.6464,正面,21,2024-09-01
120,douyin,养老院条件太差了，费用还死贵…,0.0835,负面,5,2024-06-18
121,douyin,非常重庆的老龄化程度在全国处于什么水平,0.255,中性,13,2024-01-02
122,douyin,社区食堂对老年人优惠，真的很贴心…,0.8351,正面,22,2024-12-13
123,douyin,非常老年产业应该是个新风口,0.4348,中性,3,2024-09-07
124,douyin,老年人经验丰富，是年轻人的好老师🤔,0.7846,正面,1,2024-11-21
125,douyin,老年人经验丰富，是年轻人的好老师,0.842,正面,2,2024-04-03
126,douyin,建议养老金年年涨，生活有保障🤔,0.7935,正面,4,2024-12-06
127,douyin,特别尊老爱幼是传统美德，大家都要学习👍,0.8306,正面,14,2024-09-26
128,douyin,尊老爱幼是传统美德，大家都要学习💪,0.8499,正面,17,2024-02-25
129,douyin,建议老年人经验丰富，是年轻人的好老师🙏,0.6588,正面,1,2024-11-03
130,douyin,感谢政府对老年人的关怀和照顾,0.5722,正面,5,2024-06-06
131,douyin,建议养老基金还够不够用啊👍,0.4522,中性,4,2024-01-02
132,douyin,小区新安装了老年健身器材，方便多了,0.6956,正面,2,2024-01-18
133,douyin,老年生活也可以很精彩，活到老学到老！,0.7165,正面,1,2024-02-19
134,douyin,有些社区食堂对老年人优惠，真的很贴心,0.9108,正面,3,2024-07-03
135,douyin,有些很多公园没有无障碍通道，轮椅过不去😔,0.1705,负面,32,2024-01-12
136,douyin,老年舞蹈队跳得真好看，充满活力😔,0.6716,正面,3,2024-06-19
137,douyin,很多公园没有无障碍通道，轮椅过不去,0.0471,负面,5,2024-03-01
138,douyin,老年志愿者真了不起，值得尊敬,0.6886,正面,9,2024-06-01
139,douyin,简直老年痴呆走失了警察也找不到…,0.0684,负面,3,2024-08-02
140,douyin,有些重庆的老龄化程度在全国处于什么水平…,0.2632,中性,50,2024-12-12
141,douyin,直播坑老人买保健品，太可恶了🤔,0.1203,负面,42,2024-07-03
142,douyin,特别尊老爱幼是传统美德，大家都要学习…,0.6447,正面,2,2024-12-27
143,douyin,退休后参加老年大学，感觉生活充实多了,0.6434,正面,5,2024-10-04
144,douyin,小区新安装了老年健身器材，方便多了👍,0.7364,正面,2,2024-06-25
145,douyin,实在小区新安装了老年健身器材，方便多了🤔,0.656,正面,2,2024-05-27
146,douyin,简直陪着父母去旅游，他们开心极了。,0.6811,正面,1,2024-07-17
147,douyin,太延迟退休政策对老年人有什么影响😔,0.496,中性,7,2024-09-24
148,douyin,真的社区养老服务越来越好了，点赞,0.8716,正面,5,2024-04-05
149,douyin,农村老人看病太难了，要走几十里路,0.1404,负面,1,2024-10-19
150,douyin,希望直播坑老人买保健品，太可恶了😔,0.0141,负面,2,2024-03-03
151,douyin,小区新安装了老年健身器材，方便多了…,0.5703,正面,24,2024-12-13
152,douyin,实在社区食堂对老年人优惠，真的很贴心！,0.7207,正面,2,2024-05-15
153,douyin,养老金年年涨，生活有保障😔,0.7968,正面,1,2024-07-18
154,douyin,退休后参加老年大学，感觉生活充实多了🤔,0.7032,正面,4,2024-09-08
155,douyin,很多公园没有无障碍通道，轮椅过不去😔,0.1455,负面,74,2024-06-19
156,douyin,尊老爱幼是传统美德，大家都要学习,0.5604,正面,2,2024-05-02
157,douyin,实在老年舞蹈队跳得真好看，充满活力,0.7836,正面,8,2024-04-22
158,douyin,陪着父母去旅游，他们开心极了,0.8665,正面,11,2024-10-28
159,douyin,简直陪着父母去旅游，他们开心极了🙏,0.9466,正面,2,2024-06-26
160,douyin,感觉叫120等了40分钟才到，急救反应太慢了🙏,0.1437,负面,10,2024-03-19
161,douyin,很多公园没有无障碍通道，轮椅过不去！,0.1775,负面,3,2024-03-16
162,douyin,有点老年生活也可以很精彩，活到老学到老,0.7907,正面,7,2024-06-20
163,douyin,农村老人看病太难了，要走几十里路。,0.1462,负面,7,2024-01-01
164,douyin,不知道未来养老政策会怎么调整。,0.4823,中性,5,2024-02-12
165,douyin,实在养老模式到底是居家好还是去养老院好💪,0.3405,中性,1,2024-07-26
166,douyin,不知道未来养老政策会怎么调整🙏,0.4622,中性,15,2024-06-08
167,douyin,建议老年人也要与时俱进，学会用智能手机,0.8254,正面,3,2024-12-19
168,douyin,感觉很多公园没有无障碍通道，轮椅过不去。,0.1934,负面,2,2024-10-08
169,douyin,特别养老院条件太差了，费用还死贵。,0.0729,负面,1,2024-03-21
170,douyin,子女都在外地打工，老人独居太可怜😔,0.1314,负面,6,2024-01-09
171,douyin,社区养老服务越来越好了，点赞💪,0.6902,正面,8,2024-01-02
172,douyin,老年人经验丰富，是年轻人的好老师😔,0.9376,正面,1,2024-07-12
173,douyin,小区新安装了老年健身器材，方便多了🤔,0.8655,正面,5,2024-04-06
174,douyin,非常陪着父母去旅游，他们开心极了,0.5634,正面,2,2024-02-11
175,douyin,养老院条件太差了，费用还死贵,0.1491,负面,7,2024-06-20
176,douyin,太每个家庭都会面临养老问题,0.5327,中性,2,2024-01-04
177,douyin,老年生活也可以很精彩，活到老学到老💪,0.7137,正面,8,2024-09-09
178,douyin,社区养老服务越来越好了，点赞😔,0.5699,正面,3,2024-03-02
179,douyin,社区养老服务越来越好了，点赞🙏,0.6678,正面,30,2024-08-07
180,douyin,尊老爱幼是传统美德，大家都要学习😔,0.8053,正面,1,2024-02-10
181,douyin,有些老年公交卡真方便，出行无忧…,0.8144,正面,3,2024-03-12
182,douyin,小区新安装了老年健身器材，方便多了！,0.5678,正面,1,2024-04-27
183,douyin,尊老爱幼是传统美德，大家都要学习,0.8509,正面,27,2024-11-12
184,douyin,太医院对老年人没有专门的照顾窗口👍,0.0532,负面,19,2024-07-18
185,douyin,建议老年生活也可以很精彩，活到老学到老,0.7405,正面,2,2024-09-19
186,douyin,老年舞蹈队跳得真好看，充满活力,0.7296,正面,8,2024-04-26
187,douyin,老年人经验丰富，是年轻人的好老师,0.5813,正面,14,2024-11-05
188,douyin,太老年人也要与时俱进，学会用智能手机👍,0.9157,正面,5,2024-07-18
189,douyin,骗子专门盯着老年人骗，防不胜防💪,0.097,负面,5,2024-10-19
190,douyin,尊老爱幼是传统美德，大家都要学习,0.6093,正面,2,2024-02-19
191,douyin,老年产业应该是个新风口！,0.514,中性,1,2024-07-21
192,douyin,实在小区新安装了老年健身器材，方便多了🙏,0.565,正面,22,2024-10-22
193,douyin,老年公交卡真方便，出行无忧,0.9016,正面,22,2024-12-16
194,douyin,叫120等了40分钟才到，急救反应太慢了！,0.0742,负面,7,2024-05-27
195,douyin,子女都在外地打工，老人独居太可怜,0.0287,负面,3,2024-05-24
196,douyin,养老模式到底是居家好还是去养老院好🤔,0.3308,中性,3,2024-02-07
197,douyin,陪着父母去旅游，他们开心极了👍,0.7129,正面,10,2024-06-27
198,douyin,尊老爱幼是传统美德，大家都要学习…,0.5762,正面,22,2024-03-25
199,douyin,老年公交卡真方便，出行无忧,0.8832,正面,20,2024-01-15
200,douyin,有点老年痴呆走失了警察也找不到👍,0.0478,负面,12,2024-07-21
201,douyin,听说日本老龄化更严重，可以学习经验,0.3617,中性,7,2024-08-19
202,douyin,陪着父母去旅游，他们开心极了💪,0.9078,正面,1,2024-02-10
203,douyin,尊老爱幼是传统美德，大家都要学习,0.8915,正面,1,2024-04-21
204,douyin,延迟退休政策对老年人有什么影响🤔,0.4455,中性,22,2024-01-16
205,douyin,感觉养老基金还够不够用啊！,0.4903,中性,6,2024-12-23
206,douyin,老年人经验丰富，是年轻人的好老师,0.8906,正面,1,2024-08-10
207,douyin,老龄化是社会发展的必然趋势。,0.4035,中性,1,2024-09-21
208,douyin,非常社区养老服务越来越好了，点赞🤔,0.7427,正面,8,2024-06-28
209,douyin,老年人也要与时俱进，学会用智能手机,0.9309,正面,1,2024-03-17
210,douyin,很多公园没有无障碍通道，轮椅过不去…,0.1729,负面,1,2024-11-11
211,douyin,太人口结构变化会影响经济发展…,0.5492,中性,5,2024-07-24
212,douyin,建议养老基金还够不够用啊,0.4948,中性,9,2024-11-18
213,douyin,实在子女都在外地打工，老人独居太可怜🤔,0.0781,负面,7,2024-09-06
214,douyin,尊老爱幼是传统美德，大家都要学习👍,0.8464,正面,2,2024-03-22
215,douyin,听说日本老龄化更严重，可以学习经验！,0.3566,中性,9,2024-07-26
216,douyin,养老金年年涨，生活有保障😔,0.6676,正面,2,2024-01-28
217,douyin,老年生活也可以很精彩，活到老学到老…,0.7502,正面,3,2024-09-10
218,douyin,陪着父母去旅游，他们开心极了。,0.6103,正面,10,2024-07-19
219,douyin,陪着父母去旅游，他们开心极了😔,0.8363,正面,7,2024-06-21
220,douyin,实在老年人是社会的财富，应该多关心他们🙏,0.5519,正面,16,2024-03-16
221,douyin,老年人经验丰富，是年轻人的好老师😔,0.8034,正面,8,2024-07-01
222,douyin,特别老年人也要与时俱进，学会用智能手机👍,0.6992,正面,6,2024-04-01
223,douyin,听说日本老龄化更严重，可以学习经验！,0.3179,中性,1,2024-03-04
224,douyin,退休后参加老年大学，感觉生活充实多了！,0.6168,正面,3,2024-05-15
225,douyin,有点社区食堂对老年人优惠，真的很贴心。,0.9482,正面,2,2024-04-06
226,douyin,建议老年生活也可以很精彩，活到老学到老,0.8409,正面,2,2024-10-17
227,douyin,希望老年人也要与时俱进，学会用智能手机！,0.8102,正面,51,2024-09-20
228,douyin,老龄化是社会发展的必然趋势,0.4486,中性,3,2024-01-23
229,douyin,建议老年人经验丰富，是年轻人的好老师,0.5994,正面,21,2024-04-23
230,douyin,社区食堂对老年人优惠，真的很贴心🙏,0.5904,正面,7,2024-10-23
231,douyin,老年公交卡真方便，出行无忧,0.592,正面,13,2024-05-04
232,douyin,有些养老金年年涨，生活有保障,0.6299,正面,5,2024-06-23
233,douyin,老年人是社会的财富，应该多关心他们💪,0.7693,正面,6,2024-08-11
234,douyin,感觉社区食堂对老年人优惠，真的很贴心🤔,0.5856,正面,5,2024-08-05
235,douyin,非常重庆的老龄化程度在全国处于什么水平🤔,0.4671,中性,2,2024-04-15
236,douyin,真的老年人是社会的财富，应该多关心他们！,0.5899,正面,9,2024-06-26
237,douyin,社区养老服务越来越好了，点赞,0.588,正面,2,2024-01-28
238,douyin,不知道未来养老政策会怎么调整🙏,0.3486,中性,1,2024-05-24
239,douyin,感谢政府对老年人的关怀和照顾😔,0.6231,正面,7,2024-05-27
240,douyin,人口结构变化会影响经济发展,0.49,中性,2,2024-02-05
241,douyin,买药太贵了，慢性病吃药一年花好几万🙏,0.0403,负面,31,2024-08-26
242,douyin,老年人经验丰富，是年轻人的好老师🤔,0.8617,正面,37,2024-12-05
243,douyin,直播坑老人买保健品，太可恶了,0.1786,负面,25,2024-05-21
244,douyin,陪着父母去旅游，他们开心极了🙏,0.8212,正面,3,2024-12-19
245,douyin,子女都在外地打工，老人独居太可怜💪,0.1759,负面,1,2024-12-20
246,douyin,希望老年人也要与时俱进，学会用智能手机🤔,0.6494,正面,28,2024-07-05
247,douyin,老年公交卡真方便，出行无忧😔,0.6128,正面,4,2024-03-03
248,douyin,简直感谢政府对老年人的关怀和照顾👍,0.9381,正面,45,2024-11-13
249,douyin,直播坑老人买保健品，太可恶了😔,0.0972,负面,43,2024-02-28
250,douyin,社区养老服务越来越好了，点赞,0.9423,正面,17,2024-02-13
251,douyin,感觉老年志愿者真了不起，值得尊敬🙏,0.5501,正面,2,2024-11-10
252,douyin,真的人口结构变化会影响经济发展,0.5351,中性,3,2024-08-11
253,douyin,希望养老模式到底是居家好还是去养老院好,0.4648,中性,16,2024-01-11
254,douyin,很多公园没有无障碍通道，轮椅过不去💪,0.0655,负面,3,2024-02-02
255,douyin,陪着父母去旅游，他们开心极了,0.8367,正面,1,2024-05-20
256,douyin,简直老年公交卡真方便，出行无忧💪,0.8909,正面,6,2024-06-04
257,douyin,社区食堂对老年人优惠，真的很贴心😔,0.885,正面,30,2024-08-22
258,douyin,太叫120等了40分钟才到，急救反应太慢了🙏,0.1108,负面,9,2024-08-17
259,douyin,太不知道未来养老政策会怎么调整🤔,0.4691,中性,6,2024-10-20
260,douyin,老年人经验丰富，是年轻人的好老师💪,0.7175,正面,1,2024-04-09
261,douyin,太老年人在家摔倒没人知道怎么办🙏,0.096,负面,7,2024-12-24
262,douyin,骗子专门盯着老年人骗，防不胜防👍,0.1735,负面,91,2024-11-07
263,douyin,希望老年人也要与时俱进，学会用智能手机,0.6662,正面,1,2024-12-21
264,douyin,老年人也要与时俱进，学会用智能手机。,0.8048,正面,5,2024-09-16
265,douyin,老年产业应该是个新风口,0.3358,中性,19,2024-09-04
266,douyin,实在老年人是社会的财富，应该多关心他们！,0.8181,正面,10,2024-11-09
267,douyin,有些老年痴呆走失了警察也找不到,0.159,负面,9,2024-06-27
268,douyin,陪着父母去旅游，他们开心极了,0.8202,正面,9,2024-12-21
269,douyin,老年舞蹈队跳得真好看，充满活力💪,0.8687,正面,3,2024-11-02
270,douyin,有些老年舞蹈队跳得真好看，充满活力,0.9403,正面,2,2024-01-24
271,douyin,陪着父母去旅游，他们开心极了,0.8624,正面,13,2024-11-23
272,douyin,建议老年产业应该是个新风口,0.4715,中性,13,2024-05-15
273,douyin,有些直播坑老人买保健品，太可恶了,0.0455,负面,18,2024-07-02
274,douyin,退休后参加老年大学，感觉生活充实多了！,0.602,正面,24,2024-01-11
275,douyin,不知道未来养老政策会怎么调整🙏,0.262,中性,5,2024-01-25
276,douyin,建议养老金年年涨，生活有保障。,0.7701,正面,5,2024-09-08
277,douyin,老年舞蹈队跳得真好看，充满活力👍,0.7521,正面,13,2024-07-03
278,douyin,非常老年生活也可以很精彩，活到老学到老,0.8153,正面,7,2024-10-17
279,douyin,买药太贵了，慢性病吃药一年花好几万,0.1529,负面,9,2024-11-12
280,douyin,社区食堂对老年人优惠，真的很贴心,0.7955,正面,13,2024-11-11
281,douyin,直播坑老人买保健品，太可恶了！,0.0833,负面,21,2024-01-17
282,douyin,希望老年志愿者真了不起，值得尊敬,0.7282,正面,3,2024-06-17
283,douyin,养老院条件太差了，费用还死贵👍,0.1946,负面,3,2024-01-21
284,douyin,社区食堂对老年人优惠，真的很贴心…,0.8594,正面,1,2024-02-07
285,douyin,有点重庆的老龄化程度在全国处于什么水平💪,0.4741,中性,6,2024-06-02
286,douyin,尊老爱幼是传统美德，大家都要学习🙏,0.8677,正面,1,2024-04-09
287,douyin,太社区食堂对老年人优惠，真的很贴心🤔,0.7118,正面,4,2024-02-18
288,douyin,养老基金还够不够用啊,0.269,中性,5,2024-12-28
289,douyin,老年志愿者真了不起，值得尊敬！,0.5925,正面,2,2024-10-03
290,douyin,人口结构变化会影响经济发展,0.3644,中性,6,2024-08-06
291,douyin,老年人经验丰富，是年轻人的好老师！,0.8687,正面,1,2024-11-05
292,douyin,有些养老模式到底是居家好还是去养老院好,0.5372,中性,1,2024-02-02
293,douyin,老年人经验丰富，是年轻人的好老师！,0.7649,正面,14,2024-04-24
294,douyin,老年公交卡真方便，出行无忧,0.8084,正面,3,2024-03-08
295,douyin,尊老爱幼是传统美德，大家都要学习,0.8184,正面,1,2024-09-15
296,douyin,感觉社区养老服务越来越好了，点赞😔,0.6503,正面,5,2024-06-12
297,douyin,听说日本老龄化更严重，可以学习经验,0.28,中性,11,2024-06-16
298,douyin,社区食堂对老年人优惠，真的很贴心🙏,0.6723,正面,2,2024-10-12
299,douyin,简直养老院条件太差了，费用还死贵💪,0.0109,负面,7,2024-12-21
300,douyin,感谢政府对老年人的关怀和照顾😔,0.6037,正面,1,2024-08-15
301,douyin,感觉人口结构变化会影响经济发展,0.4155,中性,1,2024-05-28
302,douyin,去大医院排队排到心塞，老年人体力吃不消,0.06,负面,5,2024-12-03
303,douyin,子女都在外地打工，老人独居太可怜…,0.0159,负面,5,2024-10-07
304,douyin,老年志愿者真了不起，值得尊敬🤔,0.9076,正面,7,2024-03-12
305,douyin,老年舞蹈队跳得真好看，充满活力,0.7858,正面,10,2024-08-17
306,douyin,感觉老年志愿者真了不起，值得尊敬🤔,0.5542,正面,55,2024-03-25
307,douyin,尊老爱幼是传统美德，大家都要学习,0.7765,正面,5,2024-12-24
308,douyin,叫120等了40分钟才到，急救反应太慢了,0.0516,负面,3,2024-05-12
309,douyin,老年生活也可以很精彩，活到老学到老…,0.7572,正面,13,2024-08-15
310,douyin,社区食堂对老年人优惠，真的很贴心👍,0.6796,正面,2,2024-11-27
311,douyin,老年人在家摔倒没人知道怎么办…,0.1199,负面,4,2024-11-13
312,douyin,简直重庆的老龄化程度在全国处于什么水平👍,0.405,中性,1,2024-07-12
313,douyin,实在小区新安装了老年健身器材，方便多了😔,0.9049,正面,1,2024-03-08
314,douyin,特别退休后参加老年大学，感觉生活充实多了🙏,0.6346,正面,42,2024-12-27
315,douyin,每个家庭都会面临养老问题😔,0.4934,中性,15,2024-11-16
316,douyin,尊老爱幼是传统美德，大家都要学习,0.8089,正面,9,2024-01-05
317,douyin,老年志愿者真了不起，值得尊敬,0.5657,正面,4,2024-03-09
318,douyin,老年人经验丰富，是年轻人的好老师,0.7897,正面,1,2024-12-24
319,douyin,去大医院排队排到心塞，老年人体力吃不消😔,0.0953,负面,1,2024-03-08
320,douyin,希望养老基金还够不够用啊👍,0.4961,中性,2,2024-05-06
321,douyin,太医院对老年人没有专门的照顾窗口,0.1222,负面,5,2024-02-01
322,douyin,老年公交卡真方便，出行无忧,0.7517,正面,9,2024-10-04
323,douyin,养老金年年涨，生活有保障👍,0.7899,正面,8,2024-09-25
324,douyin,社区食堂对老年人优惠，真的很贴心,0.6021,正面,2,2024-11-21
325,douyin,感谢政府对老年人的关怀和照顾…,0.8999,正面,38,2024-04-26
326,douyin,每个家庭都会面临养老问题💪,0.3552,中性,10,2024-10-04
327,douyin,小区新安装了老年健身器材，方便多了,0.8563,正面,5,2024-05-20
