id,platform,content,sentiment_score,sentiment_label,likes,time
89,kuaishou,真的小区新安装了老年健身器材，方便多了！,0.835,正面,14,2024-06-17
90,kuaishou,建议老年生活也可以很精彩，活到老学到老,0.8704,正面,3,2024-01-01
91,kuaishou,老年志愿者真了不起，值得尊敬😔,0.8938,正面,12,2024-07-23
92,kuaishou,真的人口结构变化会影响经济发展。,0.2589,中性,44,2024-04-22
93,kuaishou,不知道未来养老政策会怎么调整😔,0.4968,中性,2,2024-05-27
94,kuaishou,感觉养老金根本不够用，物价涨得太快,0.1664,负面,5,2024-09-08
95,kuaishou,非常人口结构变化会影响经济发展…,0.2557,中性,2,2024-07-14
96,kuaishou,确实感谢政府对老年人的关怀和照顾,0.8007,正面,12,2024-01-15
97,kuaishou,建议重庆的老龄化程度在全国处于什么水平🤔,0.5242,中性,6,2024-05-19
98,kuaishou,老年志愿者真了不起，值得尊敬💪,0.5772,正面,7,2024-12-21
99,kuaishou,感谢政府对老年人的关怀和照顾,0.6497,正面,13,2024-06-26
100,kuaishou,感觉养老金年年涨，生活有保障！,0.7935,正面,3,2024-11-27
101,kuaishou,养老金根本不够用，物价涨得太快😔,0.1588,负面,25,2024-11-08
102,kuaishou,太养老金年年涨，生活有保障…,0.7256,正面,5,2024-10-18
103,kuaishou,简直老年公交卡真方便，出行无忧😔,0.7028,正面,1,2024-05-02
104,kuaishou,退休后参加老年大学，感觉生活充实多了。,0.6493,正面,9,2024-07-06
105,kuaishou,老年产业应该是个新风口🙏,0.4509,中性,12,2024-10-04
106,kuaishou,直播坑老人买保健品，太可恶了,0.1452,负面,3,2024-07-28
107,kuaishou,小区新安装了老年健身器材，方便多了👍,0.5704,正面,17,2024-03-04
108,kuaishou,陪着父母去旅游，他们开心极了,0.6133,正面,23,2024-11-26
109,kuaishou,老年公交卡真方便，出行无忧,0.9108,正面,2,2024-04-12
110,kuaishou,直播带货卖假货给老人，没人管管吗,0.0313,负面,68,2024-12-27
111,kuaishou,骗子专门盯着老年人骗，防不胜防,0.0158,负面,1,2024-09-13
112,kuaishou,特别尊老爱幼是传统美德，大家都要学习👍,0.6143,正面,2,2024-09-24
113,kuaishou,真的小区新安装了老年健身器材，方便多了👍,0.939,正面,2,2024-03-02
114,kuaishou,希望老年人是社会的财富，应该多关心他们,0.7175,正面,21,2024-03-27
115,kuaishou,社区养老服务越来越好了，点赞🤔,0.6698,正面,8,2024-11-03
116,kuaishou,小区新安装了老年健身器材，方便多了,0.8197,正面,1,2024-10-22
117,kuaishou,老年志愿者真了不起，值得尊敬…,0.6102,正面,4,2024-10-22
118,kuaishou,老龄化是社会发展的必然趋势,0.3301,中性,7,2024-12-04
119,kuaishou,直播坑老人买保健品，太可恶了。,0.1601,负面,1,2024-07-02
120,kuaishou,子女都在外地打工，老人独居太可怜🤔,0.0571,负面,20,2024-12-18
121,kuaishou,老年人经验丰富，是年轻人的好老师😔,0.6916,正面,13,2024-10-26
122,kuaishou,社区食堂对老年人优惠，真的很贴心…,0.5681,正面,5,2024-12-21
123,kuaishou,非常养老金根本不够用，物价涨得太快🙏,0.0829,负面,46,2024-07-01
124,kuaishou,退休后参加老年大学，感觉生活充实多了,0.6107,正面,4,2024-09-11
125,kuaishou,简直尊老爱幼是传统美德，大家都要学习🤔,0.9425,正面,70,2024-07-09
126,kuaishou,养老金年年涨，生活有保障！,0.9341,正面,8,2024-09-13
127,kuaishou,有点每个家庭都会面临养老问题,0.2912,中性,7,2024-09-15
128,kuaishou,确实养老金年年涨，生活有保障,0.8832,正面,1,2024-02-19
129,kuaishou,老年舞蹈队跳得真好看，充满活力,0.9449,正面,20,2024-04-23
130,kuaishou,老年生活也可以很精彩，活到老学到老,0.74,正面,4,2024-06-06
131,kuaishou,退休后参加老年大学，感觉生活充实多了…,0.6785,正面,1,2024-06-25
132,kuaishou,非常农村老人看病太难了，要走几十里路😔,0.1822,负面,1,2024-03-09
133,kuaishou,简直每个家庭都会面临养老问题💪,0.3454,中性,6,2024-05-09
134,kuaishou,建议每个家庭都会面临养老问题😔,0.3706,中性,5,2024-12-03
135,kuaishou,养老基金还够不够用啊🤔,0.4115,中性,9,2024-01-18
136,kuaishou,非常社区没有老年活动场所，天天在家发呆,0.1683,负面,21,2024-08-09
137,kuaishou,社区养老服务越来越好了，点赞🙏,0.8649,正面,1,2024-03-13
138,kuaishou,骗子专门盯着老年人骗，防不胜防🙏,0.0902,负面,10,2024-04-23
139,kuaishou,老年产业应该是个新风口…,0.3821,中性,2,2024-10-10
140,kuaishou,希望养老金年年涨，生活有保障,0.6545,正面,17,2024-02-04
141,kuaishou,不知道未来养老政策会怎么调整😔,0.2676,中性,14,2024-06-08
142,kuaishou,确实叫120等了40分钟才到，急救反应太慢了…,0.0767,负面,5,2024-11-24
143,kuaishou,养老金年年涨，生活有保障…,0.7651,正面,9,2024-04-14
144,kuaishou,感觉老年人也要与时俱进，学会用智能手机！,0.809,正面,3,2024-06-12
145,kuaishou,老年人是社会的财富，应该多关心他们🤔,0.5697,正面,4,2024-10-10
146,kuaishou,太养老金年年涨，生活有保障…,0.6501,正面,14,2024-11-28
147,kuaishou,老年产业应该是个新风口…,0.434,中性,4,2024-01-11
148,kuaishou,老年人是社会的财富，应该多关心他们。,0.8781,正面,3,2024-07-28
149,kuaishou,小区新安装了老年健身器材，方便多了🙏,0.686,正面,5,2024-08-26
150,kuaishou,听说日本老龄化更严重，可以学习经验🙏,0.3077,中性,15,2024-01-14
151,kuaishou,老年舞蹈队跳得真好看，充满活力…,0.6978,正面,3,2024-03-28
152,kuaishou,太养老模式到底是居家好还是去养老院好🤔,0.4602,中性,2,2024-06-20
153,kuaishou,老年人是社会的财富，应该多关心他们…,0.5537,正面,9,2024-03-28
154,kuaishou,尊老爱幼是传统美德，大家都要学习😔,0.6676,正面,14,2024-07-16
155,kuaishou,尊老爱幼是传统美德，大家都要学习…,0.8555,正面,1,2024-01-04
156,kuaishou,有些老年人也要与时俱进，学会用智能手机！,0.9434,正面,2,2024-09-26
157,kuaishou,叫120等了40分钟才到，急救反应太慢了,0.1545,负面,1,2024-02-16
158,kuaishou,确实小区新安装了老年健身器材，方便多了,0.9467,正面,3,2024-10-20
159,kuaishou,老年舞蹈队跳得真好看，充满活力！,0.9089,正面,4,2024-08-05
160,kuaishou,不知道未来养老政策会怎么调整,0.4416,中性,10,2024-12-04
161,kuaishou,老年志愿者真了不起，值得尊敬😔,0.6505,正面,7,2024-06-08
162,kuaishou,养老金年年涨，生活有保障👍,0.8418,正面,7,2024-01-15
163,kuaishou,子女都在外地打工，老人独居太可怜👍,0.0421,负面,3,2024-03-10
164,kuaishou,特别老年志愿者真了不起，值得尊敬！,0.8279,正面,16,2024-06-26
165,kuaishou,希望社区食堂对老年人优惠，真的很贴心。,0.9278,正面,4,2024-05-21
166,kuaishou,尊老爱幼是传统美德，大家都要学习,0.8979,正面,60,2024-02-05
167,kuaishou,有些老年人也要与时俱进，学会用智能手机🙏,0.9439,正面,7,2024-12-24
168,kuaishou,养老基金还够不够用啊😔,0.47,中性,1,2024-08-25
169,kuaishou,听说日本老龄化更严重，可以学习经验🤔,0.4493,中性,8,2024-12-06
170,kuaishou,老年生活也可以很精彩，活到老学到老…,0.897,正面,3,2024-11-06
171,kuaishou,农村老人看病太难了，要走几十里路,0.1457,负面,8,2024-02-20
172,kuaishou,希望买药太贵了，慢性病吃药一年花好几万,0.0179,负面,1,2024-01-13
173,kuaishou,感觉老年志愿者真了不起，值得尊敬,0.7512,正面,2,2024-06-28
174,kuaishou,叫120等了40分钟才到，急救反应太慢了💪,0.0168,负面,17,2024-11-24
175,kuaishou,老年人也要与时俱进，学会用智能手机👍,0.899,正面,2,2024-05-17
176,kuaishou,非常农村老人看病太难了，要走几十里路🤔,0.1979,负面,15,2024-06-09
177,kuaishou,陪着父母去旅游，他们开心极了。,0.7627,正面,2,2024-12-03
178,kuaishou,听说日本老龄化更严重，可以学习经验,0.3851,中性,7,2024-01-21
179,kuaishou,养老金年年涨，生活有保障👍,0.5993,正面,9,2024-09-22
180,kuaishou,老年痴呆走失了警察也找不到🙏,0.0833,负面,5,2024-07-19
181,kuaishou,特别很多公园没有无障碍通道，轮椅过不去😔,0.1412,负面,2,2024-10-23
182,kuaishou,直播坑老人买保健品，太可恶了,0.0621,负面,2,2024-05-13
183,kuaishou,社区养老服务越来越好了，点赞👍,0.8947,正面,1,2024-12-13
184,kuaishou,尊老爱幼是传统美德，大家都要学习🤔,0.9118,正面,2,2024-04-19
185,kuaishou,老年生活也可以很精彩，活到老学到老,0.6453,正面,7,2024-02-21
186,kuaishou,老年公交卡真方便，出行无忧🙏,0.8768,正面,31,2024-04-06
187,kuaishou,确实老年产业应该是个新风口,0.5272,中性,18,2024-02-01
188,kuaishou,有些老年公交卡真方便，出行无忧…,0.5508,正面,11,2024-08-14
189,kuaishou,老年公交卡真方便，出行无忧🙏,0.5619,正面,12,2024-11-28
190,kuaishou,非常重庆的老龄化程度在全国处于什么水平,0.2534,中性,8,2024-06-13
191,kuaishou,老年公交卡真方便，出行无忧！,0.8398,正面,2,2024-06-21
192,kuaishou,重庆的老龄化程度在全国处于什么水平😔,0.4269,中性,23,2024-05-14
193,kuaishou,退休后参加老年大学，感觉生活充实多了。,0.7135,正面,8,2024-11-26
194,kuaishou,老年生活也可以很精彩，活到老学到老😔,0.8433,正面,6,2024-07-06
195,kuaishou,建议陪着父母去旅游，他们开心极了🙏,0.6616,正面,1,2024-07-15
196,kuaishou,老年公交卡真方便，出行无忧🤔,0.8256,正面,4,2024-07-14
197,kuaishou,特别老年人是社会的财富，应该多关心他们！,0.912,正面,4,2024-02-23
198,kuaishou,有点听说日本老龄化更严重，可以学习经验👍,0.546,中性,18,2024-06-04
199,kuaishou,养老基金还够不够用啊,0.3307,中性,5,2024-09-20
200,kuaishou,老年志愿者真了不起，值得尊敬👍,0.8541,正面,3,2024-04-10
201,kuaishou,老年人也要与时俱进，学会用智能手机,0.777,正面,56,2024-07-20
202,kuaishou,老年产业应该是个新风口👍,0.3202,中性,1,2024-09-21
203,kuaishou,社区食堂对老年人优惠，真的很贴心🙏,0.8142,正面,4,2024-02-12
204,kuaishou,确实养老金年年涨，生活有保障🙏,0.7215,正面,1,2024-08-13
205,kuaishou,听说日本老龄化更严重，可以学习经验,0.288,中性,10,2024-07-23
206,kuaishou,社区食堂对老年人优惠，真的很贴心,0.7588,正面,25,2024-07-01
207,kuaishou,骗子专门盯着老年人骗，防不胜防🙏,0.1724,负面,2,2024-06-05
208,kuaishou,确实养老模式到底是居家好还是去养老院好😔,0.3507,中性,17,2024-08-15
209,kuaishou,实在不知道未来养老政策会怎么调整,0.3965,中性,2,2024-02-18
210,kuaishou,养老金年年涨，生活有保障,0.8351,正面,24,2024-07-09
211,kuaishou,感觉养老金年年涨，生活有保障,0.9272,正面,11,2024-08-02
212,kuaishou,有些养老模式到底是居家好还是去养老院好。,0.3299,中性,13,2024-11-10
213,kuaishou,陪着父母去旅游，他们开心极了👍,0.5681,正面,1,2024-03-01
214,kuaishou,陪着父母去旅游，他们开心极了💪,0.6969,正面,42,2024-10-01
215,kuaishou,老年人经验丰富，是年轻人的好老师。,0.6378,正面,10,2024-07-09
216,kuaishou,有点老年生活也可以很精彩，活到老学到老,0.8809,正面,2,2024-09-06
217,kuaishou,确实直播带货卖假货给老人，没人管管吗😔,0.1596,负面,15,2024-09-21
218,kuaishou,实在退休后参加老年大学，感觉生活充实多了…,0.8368,正面,2,2024-02-13
219,kuaishou,有些社区养老服务越来越好了，点赞🤔,0.5736,正面,19,2024-12-25
220,kuaishou,实在养老金年年涨，生活有保障😔,0.6987,正面,1,2024-02-27
221,kuaishou,老年人经验丰富，是年轻人的好老师💪,0.5823,正面,9,2024-06-08
222,kuaishou,有点养老金年年涨，生活有保障,0.6045,正面,5,2024-07-19
223,kuaishou,建议老龄化是社会发展的必然趋势🤔,0.5371,中性,1,2024-02-17
224,kuaishou,希望感谢政府对老年人的关怀和照顾,0.8297,正面,2,2024-10-17
225,kuaishou,老年志愿者真了不起，值得尊敬…,0.7792,正面,1,2024-06-05
226,kuaishou,小区新安装了老年健身器材，方便多了💪,0.8564,正面,4,2024-02-20
227,kuaishou,去大医院排队排到心塞，老年人体力吃不消,0.1629,负面,2,2024-04-25
228,kuaishou,有些感谢政府对老年人的关怀和照顾🤔,0.5682,正面,6,2024-10-13
229,kuaishou,建议重庆的老龄化程度在全国处于什么水平。,0.3905,中性,2,2024-08-09
230,kuaishou,老年公交卡真方便，出行无忧…,0.6106,正面,2,2024-05-18
231,kuaishou,老年人经验丰富，是年轻人的好老师,0.7291,正面,10,2024-12-09
232,kuaishou,实在骗子专门盯着老年人骗，防不胜防。,0.0471,负面,1,2024-04-13
233,kuaishou,真的尊老爱幼是传统美德，大家都要学习😔,0.7661,正面,23,2024-08-09
234,kuaishou,特别小区新安装了老年健身器材，方便多了…,0.7979,正面,17,2024-03-07
235,kuaishou,老龄化是社会发展的必然趋势。,0.4282,中性,8,2024-06-04
236,kuaishou,感觉老年人也要与时俱进，学会用智能手机,0.6738,正面,6,2024-04-04
237,kuaishou,社区没有老年活动场所，天天在家发呆,0.158,负面,21,2024-10-22
238,kuaishou,老年舞蹈队跳得真好看，充满活力🤔,0.668,正面,2,2024-07-02
239,kuaishou,老年人是社会的财富，应该多关心他们,0.7124,正面,1,2024-06-27
240,kuaishou,重庆的老龄化程度在全国处于什么水平,0.4548,中性,2,2024-11-05
241,kuaishou,感谢政府对老年人的关怀和照顾。,0.864,正面,13,2024-01-01
242,kuaishou,很多公园没有无障碍通道，轮椅过不去,0.1644,负面,1,2024-06-04
243,kuaishou,老年人也要与时俱进，学会用智能手机。,0.9222,正面,6,2024-11-22
244,kuaishou,非常老年公交卡真方便，出行无忧,0.7971,正面,139,2024-08-04
245,kuaishou,不知道未来养老政策会怎么调整。,0.3891,中性,17,2024-12-24
246,kuaishou,听说日本老龄化更严重，可以学习经验,0.4499,中性,5,2024-01-13
247,kuaishou,建议医院对老年人没有专门的照顾窗口,0.0511,负面,1,2024-04-23
248,kuaishou,简直感谢政府对老年人的关怀和照顾…,0.6004,正面,15,2024-01-17
249,kuaishou,老年志愿者真了不起，值得尊敬,0.67,正面,6,2024-04-21
250,kuaishou,医院对老年人没有专门的照顾窗口。,0.1795,负面,1,2024-06-25
251,kuaishou,特别子女都在外地打工，老人独居太可怜…,0.1177,负面,1,2024-02-02
252,kuaishou,小区新安装了老年健身器材，方便多了🤔,0.7778,正面,24,2024-01-13
253,kuaishou,有些直播带货卖假货给老人，没人管管吗…,0.1666,负面,8,2024-12-15
254,kuaishou,有点老年舞蹈队跳得真好看，充满活力👍,0.8282,正面,15,2024-05-23
255,kuaishou,听说日本老龄化更严重，可以学习经验！,0.4487,中性,19,2024-05-19
256,kuaishou,叫120等了40分钟才到，急救反应太慢了…,0.0105,负面,6,2024-03-11
257,kuaishou,尊老爱幼是传统美德，大家都要学习,0.8032,正面,5,2024-08-07
258,kuaishou,确实尊老爱幼是传统美德，大家都要学习😔,0.9095,正面,4,2024-09-09
259,kuaishou,不知道未来养老政策会怎么调整,0.4484,中性,3,2024-04-26
260,kuaishou,真的陪着父母去旅游，他们开心极了🙏,0.5881,正面,4,2024-01-21
261,kuaishou,有些叫120等了40分钟才到，急救反应太慢了👍,0.0777,负面,12,2024-07-17
262,kuaishou,太尊老爱幼是传统美德，大家都要学习…,0.9046,正面,6,2024-08-08
263,kuaishou,老龄化是社会发展的必然趋势😔,0.3345,中性,21,2024-06-25
264,kuaishou,感觉养老金年年涨，生活有保障💪,0.8943,正面,4,2024-10-25
265,kuaishou,老年人经验丰富，是年轻人的好老师,0.5686,正面,6,2024-07-22
266,kuaishou,实在不知道未来养老政策会怎么调整,0.3873,中性,7,2024-05-15
267,kuaishou,有点老年痴呆走失了警察也找不到,0.1232,负面,6,2024-02-26
268,kuaishou,去大医院排队排到心塞，老年人体力吃不消,0.1456,负面,9,2024-04-14
269,kuaishou,老年舞蹈队跳得真好看，充满活力,0.7932,正面,2,2024-06-17
270,kuaishou,特别老年公交卡真方便，出行无忧🙏,0.7455,正面,5,2024-02-14
271,kuaishou,老年产业应该是个新风口。,0.381,中性,1,2024-09-18
272,kuaishou,养老模式到底是居家好还是去养老院好😔,0.4207,中性,3,2024-03-23
273,kuaishou,特别老年志愿者真了不起，值得尊敬,0.5678,正面,4,2024-08-18
274,kuaishou,感觉老年人经验丰富，是年轻人的好老师😔,0.7935,正面,7,2024-03-26
275,kuaishou,确实老年公交卡真方便，出行无忧👍,0.6744,正面,35,2024-03-06
276,kuaishou,非常老年人是社会的财富，应该多关心他们👍,0.6211,正面,6,2024-03-21
277,kuaishou,非常尊老爱幼是传统美德，大家都要学习😔,0.5737,正面,10,2024-05-21
278,kuaishou,特别老年产业应该是个新风口🙏,0.4743,中性,5,2024-10-23
279,kuaishou,不知道未来养老政策会怎么调整,0.4707,中性,7,2024-01-21
280,kuaishou,老年人在家摔倒没人知道怎么办,0.188,负面,1,2024-03-05
281,kuaishou,陪着父母去旅游，他们开心极了,0.9221,正面,2,2024-04-12
282,kuaishou,老年舞蹈队跳得真好看，充满活力…,0.8537,正面,3,2024-06-02
283,kuaishou,老年生活也可以很精彩，活到老学到老,0.5512,正面,4,2024-06-23
284,kuaishou,感觉社区没有老年活动场所，天天在家发呆,0.0968,负面,1,2024-10-18
285,kuaishou,社区养老服务越来越好了，点赞🙏,0.8235,正面,1,2024-02-14
286,kuaishou,实在老年人经验丰富，是年轻人的好老师🙏,0.8961,正面,2,2024-12-17
287,kuaishou,建议老年舞蹈队跳得真好看，充满活力👍,0.5617,正面,50,2024-05-03
288,kuaishou,尊老爱幼是传统美德，大家都要学习,0.777,正面,3,2024-02-14
289,kuaishou,老年人是社会的财富，应该多关心他们。,0.6968,正面,4,2024-07-27
290,kuaishou,简直老年舞蹈队跳得真好看，充满活力💪,0.9008,正面,2,2024-07-05
291,kuaishou,非常老年舞蹈队跳得真好看，充满活力🙏,0.7075,正面,7,2024-05-25
292,kuaishou,老年人是社会的财富，应该多关心他们,0.7264,正面,2,2024-11-10
293,kuaishou,希望养老基金还够不够用啊🙏,0.375,中性,2,2024-07-06
294,kuaishou,确实陪着父母去旅游，他们开心极了,0.6176,正面,5,2024-05-05
295,kuaishou,老年人经验丰富，是年轻人的好老师💪,0.8162,正面,1,2024-06-21
296,kuaishou,尊老爱幼是传统美德，大家都要学习👍,0.5906,正面,1,2024-11-02
297,kuaishou,医院对老年人没有专门的照顾窗口💪,0.1906,负面,2,2024-10-14
298,kuaishou,延迟退休政策对老年人有什么影响🤔,0.5222,中性,1,2024-10-19
299,kuaishou,老年生活也可以很精彩，活到老学到老,0.7739,正面,1,2024-12-10
300,kuaishou,养老院条件太差了，费用还死贵。,0.1789,负面,3,2024-09-08
301,kuaishou,建议老年生活也可以很精彩，活到老学到老,0.9297,正面,13,2024-02-03
302,kuaishou,建议骗子专门盯着老年人骗，防不胜防！,0.1049,负面,6,2024-06-28
303,kuaishou,每个家庭都会面临养老问题！,0.5248,中性,5,2024-08-11
304,kuaishou,老年人也要与时俱进，学会用智能手机！,0.908,正面,2,2024-12-25
305,kuaishou,农村老人看病太难了，要走几十里路🙏,0.1937,负面,29,2024-08-28
306,kuaishou,老年公交卡真方便，出行无忧…,0.8413,正面,3,2024-02-14
307,kuaishou,特别养老院条件太差了，费用还死贵,0.025,负面,1,2024-09-23
308,kuaishou,老年公交卡真方便，出行无忧！,0.8855,正面,7,2024-09-03
309,kuaishou,特别老年人经验丰富，是年轻人的好老师🙏,0.7884,正面,1,2024-07-13
310,kuaishou,养老院条件太差了，费用还死贵,0.0314,负面,3,2024-08-28
311,kuaishou,感谢政府对老年人的关怀和照顾,0.8608,正面,5,2024-05-06
312,kuaishou,陪着父母去旅游，他们开心极了！,0.6644,正面,19,2024-11-18
313,kuaishou,老年公交卡真方便，出行无忧,0.613,正面,5,2024-05-25
